jittered2-2.wif,jittered3-3.wif,multijittered1.wif,multijittered2.wif,multijittered3.wif,nrooks1.wif,nrooks2.wif,nrooks3.wif,random1.wif,random2.wif,random3.wif,stratified1-1.wif,stratified2-2.wif,stratified3-3.wif
0.0,0.30178962712183194,0.9451657497531387,0.3290788545634081,0.3269591385714957,0.9548483566088306,0.5070785724361687,0.4497804109653454,0.9513368129026191,0.6565571072553722,0.5754323599943575,0.6873616400996849,0.16774721399351109,0.2909089199228852
0.30178962712183194,0.0,0.9757558658955189,0.3610081346687356,0.20499741383363898,0.9729646870738703,0.5573875017632952,0.38468425259792166,0.9773376592843372,0.6858870550618329,0.5466140029153148,0.7012535853670006,0.2769755959937932,0.1110170686979828
0.9451657497531387,0.9757558658955189,0.0,0.9878064607137819,0.9917016974655569,0.9870503597122302,0.9841989937461795,0.9947242206235012,0.9865707434052757,0.9769802981144496,0.9886490807354117,0.717505995203837,0.9294625476089716,0.9683848215545211
0.3290788545634081,0.3610081346687356,0.9878064607137819,0.0,0.38035077820096863,0.9869187003338505,0.5769238726665726,0.49104434099779,0.996204448206141,0.7040805003056378,0.6162749800159872,0.720199369915832,0.3064014670616448,0.3509437156157427
0.3269591385714957,0.20499741383363898,0.9917016974655569,0.38035077820096863,0.0,0.9903023463582076,0.5725809940283068,0.41363050735881884,0.9924483942257958,0.7014153383175812,0.5744355104151972,0.7205473268444068,0.30181031645272016,0.18869986363850097
0.9548483566088306,0.9729646870738703,0.9870503597122302,0.9869187003338505,0.9903023463582076,0.0,0.9951492923308413,0.9924860111910472,0.992326139088729,0.9779131988526826,0.9896083133493205,0.709832134292566,0.9327088917101612,0.9685691446842526
0.5070785724361687,0.5573875017632952,0.9841989937461795,0.5769238726665726,0.5725809940283068,0.9951492923308413,0.0,0.6299938872431466,0.9990746226548173,0.6973282550430244,0.7104114355574364,0.725127192363756,0.4815611040579301,0.5492415479381201
0.4497804109653454,0.38468425259792166,0.9947242206235012,0.49104434099779,0.41363050735881884,0.9924860111910472,0.6299938872431466,0.0,1.0,0.7372849955329853,0.5902478017585931,0.7363709032773781,0.42782526919640756,0.3658249870691682
0.9513368129026191,0.9773376592843372,0.9865707434052757,0.996204448206141,0.9924483942257958,0.992326139088729,0.9990746226548173,1.0,0.0,0.9879851412987257,0.9974420463629097,0.7362110311750599,0.9306343160765506,0.969443739126346
0.6565571072553722,0.6858870550618329,0.9769802981144496,0.7040805003056378,0.7014153383175812,0.9779131988526826,0.6973282550430244,0.7372849955329853,0.9879851412987257,0.0,0.8025052898857384,0.7126421215968402,0.6363210607984201,0.6782075516057742
0.5754323599943575,0.5466140029153148,0.9886490807354117,0.6162749800159872,0.5744355104151972,0.9896083133493205,0.7104114355574364,0.5902478017585931,0.9974420463629097,0.8025052898857384,0.0,0.7341326938449241,0.5543010297644237,0.5351577561480227
0.6873616400996849,0.7012535853670006,0.717505995203837,0.720199369915832,0.7205473268444068,0.709832134292566,0.725127192363756,0.7363709032773781,0.7362110311750599,0.7126421215968402,0.7341326938449241,0.0,0.6734076268397047,0.6839140452344007
0.16774721399351109,0.2769755959937932,0.9294625476089716,0.3064014670616448,0.30181031645272016,0.9327088917101612,0.4815611040579301,0.42782526919640756,0.9306343160765506,0.6363210607984201,0.5543010297644237,0.6734076268397047,0.0,0.2659481826303663
0.2909089199228852,0.1110170686979828,0.9683848215545211,0.3509437156157427,0.18869986363850097,0.9685691446842526,0.5492415479381201,0.3658249870691682,0.969443739126346,0.6782075516057742,0.5351577561480227,0.6839140452344007,0.2659481826303663,0.0
